color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,target,aspect_ratio,movie_facebook_likes,Director_ID,actor1_id,actor2_id,actor3_id,genres_number,plot_keywords_number,ID,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Game-Show,Reality-TV,News,Short,Film-Noir
1,31,145,13,278,10000,0,10266,11669,1,84,42,17,13,24000000,2006,1000,6.1,1.9,0,223,371,1163,1628,6,5,1782,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,177,100,11,561,23000,20285518,32103,25387,2,112,46,2,18,28000000,2014,727,5.7,2.4,0,1946,40,1164,423,4,5,1783,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,106,131,46,293,594,67900000,74374,1898,0,225,46,7,16,27500000,1983,303,6.6,2.4,0,1694,3254,1165,1796,3,5,1784,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,52,164,767,162,358,26400000,12980,1334,0,89,46,7,16,16000000,1984,223,7.4,1.9,845,1451,3255,1168,4164,3,5,1788,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,220,92,14,78,386,17508670,64625,646,0,281,46,7,17,15000000,2006,99,7.4,1.9,0,906,3256,1169,4705,4,5,1789,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,370,106,4000,591,19000,362645141,106221,32921,0,398,46,7,16,175000000,2016,13000,7.8,1.9,65000,2387,25,71,1929,4,5,1794,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,158,101,129,3,66,40566655,144021,74,0,391,46,7,18,30000000,2002,5,7.1,2.4,0,1954,2218,1173,4709,3,5,1799,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,202,110,118,1000,13000,22494487,262153,26451,3,507,46,3,17,27000000,2006,11000,7.8,2.4,10000,2299,260,66,358,4,5,1801,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,288,130,776,358,898,4463292,34488,2452,3,136,46,7,18,30000000,2011,584,6.9,2.4,15000,2289,1035,563,180,3,5,1803,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,99,94,249,271,523,0,99557,1560,1,284,46,28,16,27000000,1984,312,7.4,2.4,21000,2117,1201,1174,1084,4,5,1804,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,222,111,295,531,3000,14337579,156929,4696,1,624,46,12,17,27000000,1998,882,7.7,2.4,14000,1497,247,21,1829,6,5,1805,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,194,110,10,844,3000,13823741,61777,6420,3,140,46,7,18,13500000,2008,2000,6.9,2.4,0,1525,144,153,768,4,5,1806,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,56,109,181,137,303,0,19568,960,0,208,46,7,16,25000000,1985,146,6.7,1.9,0,1083,3258,1176,4711,5,5,1808,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,95,93,31,57,783,5204007,42876,1044,2,167,46,7,17,28000000,2001,132,6.3,2.4,0,2233,500,1179,4713,4,5,1815,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,54,120,278,387,844,763044,4257,3286,4,52,46,8,17,23000000,2003,766,6.2,1.9,188,1912,768,126,1869,2,5,1819,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,38,135,0,3,5,0,926,24,1,19,46,2,13,27000000,2006,4,6.6,2.4,359,2039,3259,1180,4714,3,5,1820,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,197,107,0,577,1000,45506619,225102,3066,3,862,46,7,18,26000000,2000,596,7.8,2.4,16000,1617,790,887,890,4,5,1835,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,93,118,49,155,11000,16252765,44913,11662,1,181,46,2,17,42000000,2001,216,6.0,2.4,3000,945,99,1194,2153,4,5,1844,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,32,99,5,535,1000,13829734,16194,2960,0,79,46,8,18,26000000,1994,691,4.3,2.4,319,576,3263,301,1290,4,5,1847,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,226,129,353,151,883,33565375,111351,1565,0,568,46,7,17,15000000,2005,430,7.5,1.9,0,1487,1619,394,4723,4,5,1854,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,309,93,180,485,14000,145000989,483756,16461,0,974,46,2,18,25000000,2008,816,7.9,2.4,29000,1593,102,1122,946,2,5,1860,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,107,0,48,1000,0,3170,1166,1,18,38,18,13,26000000,2014,65,5.4,1.9,0,2209,89,1204,4730,4,5,1867,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,78,101,187,127,554,0,2863,1041,2,25,46,7,15,39747870,2014,213,4.7,2.4,488,2112,123,1206,4731,1,1,1869,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,168,97,11,887,14000,71500556,171568,16999,3,571,46,7,17,26000000,2001,1000,6.7,2.4,0,196,55,681,882,3,5,1876,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,152,121,529,163,541,71309760,150308,1323,1,498,46,7,18,25000000,2000,399,7.3,1.9,18000,2271,981,1212,4734,2,5,1877,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,154,107,503,108,264,0,80958,673,2,310,46,7,17,2800000,1976,139,7.6,2.4,7000,2058,3267,1216,4735,3,5,1883,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,216,86,70,318,440,54098051,102861,2420,0,571,46,3,17,25000000,2006,346,5.8,2.4,0,1775,3268,1217,1921,1,5,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,75,219,973,400,1000,43984230,70274,2451,0,133,46,11,18,23000000,1987,643,7.8,2.4,0,1660,75,683,3284,3,5,1897,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,116,98,20,872,5000,36833473,53126,7945,1,254,46,2,17,25000000,2001,888,6.6,2.4,0,707,712,419,390,4,5,1905,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,198,97,176,10000,12000,45089048,86251,36064,3,260,46,4,18,25000000,2014,11000,6.5,2.4,58000,1865,61,609,26,3,5,1909,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,151,90,68,100,328,32553210,88714,794,0,235,46,7,16,25000000,2007,132,6.3,1.9,0,857,3273,1232,4743,2,5,1916,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,91,144,0,745,15000,41229,14612,18442,6,41,46,2,17,25500000,2013,960,6.5,2.4,0,751,35,351,139,3,5,1918,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,141,124,159,240,288,30012990,75973,1006,1,409,46,7,17,25000000,1998,249,7.5,1.9,0,1550,3274,1235,4744,3,5,1920,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,114,89,31,71,285,32368960,39768,667,0,292,46,8,17,25000000,1998,81,5.3,1.9,0,2233,3275,1236,4745,4,5,1921,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,79,160,130,288,469,14500000,25019,1548,0,159,46,6,14,25000000,1970,377,7.5,2.4,0,2079,1668,1237,4746,4,5,1922,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,33,93,14,199,1000,29247405,28377,2176,1,261,46,7,16,25000000,1997,401,3.3,1.9,0,1261,89,1238,4747,3,5,1923,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,71,92,23,162,460,25590119,19699,1315,0,119,46,12,16,21150000,2001,442,4.8,1.9,387,1805,3276,1241,1649,3,5,1927,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,216,106,452,141,20000,15785632,32507,21195,3,119,46,7,18,23000000,2016,732,7.5,2.4,15000,376,306,1245,781,4,5,1933,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,12,7,688,3,45,0,7968,55,0,12,46,7,1,39747870,2002,7,8.3,0.0,834,2383,3278,1247,4752,3,5,1936,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,58,98,70,223,462,15361537,12263,1855,0,132,46,3,18,13000000,2002,444,4.6,1.9,564,2296,3279,1251,4755,3,5,1943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,19,90,48,376,940,15091542,4086,2465,2,22,19,7,14,25000000,1996,595,5.3,2.4,246,1381,880,1253,4060,4,5,1946,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,260,132,241,151,27000,1865774,87682,27659,2,174,46,7,17,30000000,2015,154,7.0,2.4,43000,1779,87,1262,4760,5,5,1955,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1,159,101,365,141,338,0,15531,1008,0,189,46,7,17,25000000,1985,246,6.1,2.4,0,1929,977,1265,3324,4,5,1960,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,120,127,36,399,562,12188642,21098,2230,7,56,46,40,18,26000000,2015,499,6.9,2.4,0,2153,3283,1267,716,3,5,1964,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,58,104,8,8,172,0,5525,210,2,11,40,2,13,17000000,2012,20,6.3,2.4,853,40,810,1269,4765,2,5,1966,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,133,277,8000,25000,11030963,24145,48482,2,93,46,7,17,28000000,1996,14000,7.1,1.9,0,2258,30,102,200,4,5,1968,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1,21,117,71,42,433,0,3334,611,1,52,46,7,16,25000000,1984,54,4.8,2.4,739,1178,3287,1278,4772,2,5,1979,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,126,127,79,50,12000,5128124,44198,12574,1,251,46,14,18,25000000,2005,506,7.9,2.4,11000,2029,130,1279,4774,3,5,1982,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,285,105,160,490,852,34014398,115650,2603,0,1033,46,3,17,33000000,2006,521,5.6,2.4,4000,1543,960,947,1344,5,5,1983,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,229,121,353,18,45,3073392,59462,142,0,300,46,8,17,25000000,2008,30,6.6,1.9,0,1487,3288,1281,4775,4,5,1986,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,376,80,2000,132,14000,0,96480,25143,3,181,46,2,17,25000000,2011,11000,7.2,2.4,21000,1806,24,232,4777,2,5,1988,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,97,107,460,490,14000,871527,14982,16090,2,128,46,8,17,25000000,2005,1000,6.5,2.4,507,2281,55,444,1344,4,5,1989,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,160,107,0,240,962,1186957,9264,1591,3,69,46,7,18,25000000,2008,266,6.8,2.4,0,1761,1158,1283,4779,1,5,1992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,124,131,911,232,5000,85433,69676,5954,2,131,46,15,17,13500000,2013,234,7.8,2.4,31000,1414,244,1284,4780,4,5,1993,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,56,88,4,602,783,0,5385,3874,2,22,46,2,16,39747870,2010,749,6.1,2.4,0,47,3059,1285,2401,3,4,1995,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,118,134,0,92,541,183662,18395,890,6,48,40,2,15,25000000,2010,173,7.1,2.4,0,751,1005,1286,4782,2,5,1996,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4,80,0,0,44,0,753,53,0,24,46,2,14,25000000,2009,9,2.9,0.0,90,1950,3290,1287,4784,3,5,1998,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,85,0,7,21,0,891,48,0,8,38,18,14,25000000,2010,15,5.2,0.0,200,1251,3291,1288,4785,4,5,1999,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,91,121,9,520,1000,0,34338,3287,2,103,46,7,17,25000000,2011,870,6.2,2.4,0,656,89,161,264,4,5,2001,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,16,134,27,87,279,0,5911,705,2,76,46,15,14,25000000,1970,128,7.3,2.4,690,2240,755,1289,4786,4,5,2002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,65,100,3,55,79,129115,5900,285,2,26,45,11,13,25000000,2014,68,6.5,2.4,0,714,3292,778,4787,2,5,2003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,252,137,179,4000,17000,717753,33107,33747,4,128,46,2,17,25000000,2012,10000,6.1,2.4,27000,929,72,371,490,2,5,2006,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,156,110,119,265,11000,25167270,30119,12254,4,263,46,3,17,24000000,2000,592,6.3,2.4,455,916,66,1295,3776,3,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,10,80,18,73,742,669276,2541,1088,0,47,46,7,14,28000000,1993,83,7.2,2.4,408,1821,1516,1301,4795,5,5,2033,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,120,6,382,22000,42880,2919,23769,3,50,46,7,16,24000000,2004,670,5.1,1.9,181,1450,456,1219,883,2,5,2034,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,212,119,6000,422,23000,4710455,214091,24263,0,330,44,6,16,24000000,2004,713,8.2,1.9,13000,1263,4,229,2147,4,5,2036,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,446,201,0,84,6000,218051260,316020,7122,0,2618,46,14,18,207000000,2005,918,7.2,2.4,0,1713,699,23,4134,4,5,2038,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,216,106,452,141,20000,15785632,32513,21195,3,119,46,7,18,23000000,2016,732,7.5,2.4,15000,376,306,1245,781,4,5,2048,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,28,100,3,88,2000,4756,4191,2450,4,32,46,7,16,25000000,2013,228,5.4,2.4,0,1379,179,1308,4803,3,5,2050,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,394,93,0,947,17000,18934858,72646,31187,5,397,46,19,17,23000000,2011,13000,5.8,2.4,0,2092,1271,57,303,2,5,2054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,90,102,277,57,327,10660147,17740,672,0,165,46,7,17,23000000,1999,261,7.2,1.9,0,2258,454,1312,4806,2,5,2058,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,165,111,105,64,527,6109075,32003,735,1,65,40,2,18,19430000,2009,86,6.7,2.4,0,267,1736,1313,4807,2,5,2061,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,45,90,78,720,2000,0,4693,4142,1,49,46,8,17,11000000,2015,1000,6.3,2.4,0,455,674,1314,545,2,1,2062,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,155,100,350,30,201,2708188,8924,365,1,43,46,7,17,23000000,2009,123,6.2,2.4,0,1833,3297,1315,4808,3,5,2063,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,55,139,3,107,556,0,6263,1059,0,33,29,11,13,23000000,2009,155,6.9,2.4,765,714,3299,1318,4674,3,5,2066,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,183,111,0,234,523,4190530,53341,1795,0,185,46,12,17,22500000,2014,468,7.1,2.4,18000,1975,3302,238,3056,2,5,2069,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,95,240,0,249,545,0,171726,1943,0,256,46,7,16,22000000,1982,429,8.1,2.4,12000,1164,3156,1135,1235,3,5,2077,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,226,133,235,105,955,51483949,208092,1777,0,806,46,7,17,22000000,2003,593,7.0,2.4,0,2160,34,504,4817,3,5,2082,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,115,0,266,12000,25842000,13455,13619,0,87,46,7,16,22000000,1993,1000,7.4,2.4,2000,1164,130,700,4818,3,5,2085,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,134,108,24,100,150,3108216,2587,540,2,21,46,7,17,39747870,2016,104,6.4,2.4,0,950,3306,1326,4820,1,4,2089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,423,106,1000,1000,19000,29997095,60926,38494,5,302,46,7,18,22000000,2016,17000,6.4,1.9,23000,2119,25,1271,1765,2,5,2096,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,93,98,4,83,3000,14252830,18900,3769,0,242,46,8,18,22000000,2001,486,5.3,1.9,0,678,129,1329,4822,2,5,2097,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,38,95,34,368,554,13555988,7242,2216,1,38,46,3,16,22000000,2000,439,5.7,1.9,0,1693,2028,1330,3601,4,5,2099,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,148,96,11,150,805,16027866,26767,1411,0,121,46,2,18,25000000,2015,173,5.1,2.4,0,1946,577,1333,3306,3,5,2105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,111,114,2,567,40000,4829497,31433,42484,1,260,46,7,17,39747870,2004,1000,6.4,2.4,0,1685,3034,1334,46,2,5,2106,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,231,145,719,104,2000,4398392,59507,2590,1,232,41,13,17,21000000,2006,380,7.8,2.4,0,2082,1074,1335,4296,3,5,2107,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,115,116,13,140,203,1050445,21394,773,0,147,40,2,18,22000000,2005,172,7.8,2.4,11000,681,2151,810,4466,5,5,2108,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
1,149,92,17,231,14000,2963012,48873,14617,1,105,46,7,17,22000000,2014,257,6.3,2.4,11000,199,55,1337,4824,3,5,2111,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,78,120,2,80,809,634277,5166,1651,1,27,40,2,18,16000000,2007,521,7.3,2.4,815,838,3308,1339,4826,2,5,2114,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,82,106,195,0,20,0,6920,30,4,22,42,17,16,22000000,2013,10,6.7,2.4,0,2157,3309,1340,4828,4,5,2119,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,84,123,98,579,2000,36581633,52533,3994,1,235,46,3,18,21000000,2007,826,7.5,1.9,10000,1663,313,174,318,3,5,2127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,171,92,255,447,26000,25296447,237248,27572,0,460,46,2,18,21000000,2002,1000,6.8,2.4,0,2173,3043,1343,4833,3,5,2129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,466,127,140,10000,19000,24104113,149066,46241,1,517,46,2,17,20000000,2011,14000,7.1,2.4,24000,2061,446,55,118,3,5,2136,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,196,115,0,716,1000,2840417,77493,2990,0,527,46,8,17,31000000,1999,900,6.8,1.9,6000,2206,345,1350,94,3,5,2140,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,151,110,17,418,11000,56154094,44723,21852,0,130,46,7,18,20000000,2016,10000,7.6,2.4,51000,811,17,95,2055,2,5,2166,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,364,128,151,852,1000,52066000,61114,3869,0,212,46,7,18,20000000,2014,1000,7.5,2.4,22000,1155,270,204,117,3,5,2172,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,285,143,0,51,11000,34300771,243799,11248,3,908,46,2,17,25000000,2006,119,7.5,1.9,0,1846,41,1372,4855,1,5,2192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,174,113,350,619,1000,27277055,143137,3141,0,602,46,7,17,20000000,2000,960,7.6,1.9,10000,1833,3215,351,4235,4,5,2207,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,141,87,2,270,741,26876529,26624,1834,1,189,46,6,18,27000000,2008,297,3.9,1.9,0,1317,854,1378,4861,2,5,2208,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,222,111,79,287,26000,30028592,152247,27755,0,189,46,7,17,20000000,2008,811,7.3,2.4,0,2029,3043,1380,3213,4,5,2210,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,427,109,1000,24,177,26003149,185587,278,6,401,46,7,17,20000000,2013,55,7.0,2.4,49000,2007,3106,1382,4863,3,5,2214,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,292,98,35,16,125,29975979,105797,189,0,281,46,12,17,20000000,2009,37,6.5,2.4,0,304,3325,1383,4864,4,5,2216,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,94,109,15,350,3000,23179303,32951,4257,3,44,46,48,16,20000000,2011,775,5.8,1.9,6000,1540,588,1384,1685,4,5,2218,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,119,23,748,25000,21413105,15230,45841,1,97,46,12,18,20000000,1990,19000,6.8,2.4,0,1805,30,1385,658,5,5,2220,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,90,103,31,733,12000,26870825,22604,14903,3,124,46,3,18,39747870,2006,804,6.4,1.9,0,1290,61,1386,4866,3,5,2223,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,6,24,688,639,0,0,12417,0,0,51,44,6,13,39747870,2002,1642,7.0,0.0,124,2383,3328,218,218,5,5,2229,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,173,95,83,206,991,17529157,49888,2173,0,220,46,2,17,20000000,2012,494,5.0,2.4,25000,1197,536,657,1000,5,5,2240,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,377,99,0,59,264,17104669,99353,537,1,354,45,5,17,20000000,2004,62,7.8,2.4,0,1171,3330,1396,4873,4,5,2244,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,289,95,4,80,788,14291570,82082,1414,2,236,46,2,18,20000000,2012,447,6.1,2.4,10000,756,378,1403,4878,4,5,2260,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,149,101,176,83,3000,12987647,24019,3431,2,199,46,7,17,30000000,2002,268,7.1,2.4,983,1865,64,1406,4621,5,5,2265,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,390,116,198,884,17000,12134420,92237,20258,0,366,46,7,17,20000000,2010,1000,7.2,2.4,25000,1791,114,580,540,4,5,2270,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,248,102,1000,270,734,11169531,79855,1778,2,235,46,7,18,20000000,2008,563,6.4,2.4,0,1588,951,1410,2731,1,5,2272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,137,103,350,99,5000,11034436,13505,5637,1,180,46,7,17,20000000,2005,378,7.1,1.9,0,1833,725,1411,4883,4,5,2273,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,81,98,4,677,2000,10544143,16372,4843,2,121,46,12,18,20000000,1999,1000,6.1,1.4,311,2044,1101,298,4884,2,5,2276,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,88,84,177,650,9109322,25371,1343,3,129,46,3,16,20000000,2004,384,1.9,2.4,0,1319,3336,1415,4887,3,5,2282,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
